;id;title;city;age;gender;area;desired_wage;work_experience;education_level;languages;skills;about
0;006ce5ad000161a1780039ed1f367247684b64;Водитель-курьер Подработка;Барнаул;38;Мужчина;['Курьер', 'Водитель'];50000;16.1;Высшее образование;{'Русский': 'Родной', 'Английский': 'A1', 'Немецкий': 'A1'};['Обучаемость', 'Русский — Родной', 'Английский — A1 — Начальный', 'Немецкий — A1 — Начальный'];Активный,Ответственный, целеустремлённый, надёжный человек! С хорошей быстрой обучаймостью! Справляюсь с большим обьёмом информации!!! С Высокой Работаспособнастью!!! Имею опыт в продажах! НЕ ИМЕЮ ВРЕДНЫХ ПРИВЫЧЕК!!! Есть Сан.книжка!
