Unnamed: 0,id,title,city,age,gender,area,desired_wage,work_experience,education_level,languages,skills,about
0,fec0b9ed00074fda040039ed1f6b5a57714e43,Юрист,Актау,25,Женщина,"['Делопроизводитель, архивариус', 'Юрист']",0,3.4,Высшее образование (Бакалавр),"{'Азербайджанский': 'Родной', 'Английский': 'A1', 'Казахский': 'C1', 'Русский': 'C2', 'Турецкий': 'B2'}","['MS Word', 'Делопроизводство', 'Составление договоров', 'ведение инстаграм аккаунта', 'MS PowerPoint', 'Составление исков', 'Заключение договоров', 'Трудовое право', 'Составление процессуальных документов', 'Составление судебных документов', 'ведение бизнес аккаунтов', 'MS Excel', 'Согласование договоров', 'Деловая переписка', 'Организация хранения документации', 'регистрация документации', 'Организация движения и учета документов', 'Протоколирование', 'Азербайджанский — Родной', 'Английский — A1 — Начальный', 'Казахский — C1 — Продвинутый', 'Русский — C2 — В совершенстве', 'Турецкий — B2 — Средне-продвинутый']",.
