;id;title;city;age;gender;area;desired_wage;work_experience;education_level;languages;skills;about
0;009713fa000188f6020039ed1f6346466f7556;Региональный менеджер;Хабаровск;44;Мужчина;['Менеджер по продажам, менеджер по работе с клиентами', 'Менеджер по работе с партнерами', 'Руководитель филиала', 'Коммерческий директор (CCO)', 'Руководитель отдела продаж'];180000;21.11;Высшее образование;{'Русский': 'Родной', 'Английский': 'A1'};['Ведение переговоров, управление проектом, 1С.', 'MS PowerPoint', 'MS Word', 'Пользователь ПК', 'MS Outlook', 'Работа в команде', 'Деловая переписка', 'Организаторские навыки', 'Работа с большим объемом информации', 'Управление проектами', 'MS Excel', 'Русский — Родной', 'Английский — A1 — Начальный'];"Аналитические, организаторские способности, клиентоориентирован, нацелен на результат, высокий уровень самоорганизации и самомотивации, трудолюбив, ответственный, позитивная жизненная позиция, стрессоустойчив, легко обучаем. Опыт проведения презентаций, переговоров с первыми лицами компаний.
Хобби: Охота, рыбалка, Музыка."
