Unnamed: 0,id,title,city,age,gender,area,desired_wage,work_experience,education_level,languages,skills,about
0,fe34e68b0000b1a56d0039ed1f736563726574,Заместитель директора по строительству,Белгород,49,Мужчина,Руководитель строительного проекта,0,24.5,Высшее образование,{'Russian': 'Native'},"['Взаимодействие с надзорными организациями', 'Контроль качества', 'Управленческие навыки', 'Строительство', 'Охрана труда и техника безопасности', 'Организаторские навыки', 'Руководство коллективом', 'Производство строительно-монтажных работ', 'Управление строительством', 'Технический надзор', 'Капитальный ремонт', 'Пожарная безопасность', 'Гражданское строительство', 'Управление персоналом', 'Водоснабжение и канализация', 'Управление производственным персоналом', 'Пользователь ПК', 'Строительное делопроизводство', 'Русский — Родной']","Организаторские способности, умение работать в команде, коммуникабелен, без вредных привычек, большой опыт работы, знание действующих законодательств, ответственный, исполнительный, энергичный, инициативный, быстро обучаемый, психологическая устойчивость к стрессовым ситуациям. 
С 26 июня 2020 года состою в реестре Национальных специалистов в области строительства"
