Unnamed: 0,id,title,city,age,gender,area,desired_wage,work_experience,education_level,languages,skills,about
0,fe209ada000313ad900039ed1f566978456e50,Су-шеф,Москва,40,Мужчина,"Повар, пекарь, кондитер",130000,21.0,Среднее специальное образование,{'Russian': 'Native'},"['Снятие остатков', 'Гриль', 'Паста', 'Ризотто', 'Крабы', 'Работа с иностранными шеф-поварами', 'Без минусов на производстве', 'Русский — Родной']",No information
