Unnamed: 0,id,title,city,age,gender,area,desired_wage,work_experience,education_level,languages,skills,about
0,fe0c7c7200040eb6f70039ed1f61374a695767,Начинающий специалист,Уфа,25,Мужчина,Другое,500,0.0,Высшее образование (Бакалавр),"{'Русский': 'Родной', 'Английский': 'B2'}","['Русский — Родной', 'Английский — B2 — Средне-продвинутый']","студент. Работа на 2-3 часа. ( разбираюсь в компьютерах, телефонах, починка техники, установка драйверов, так же возможна физическая сила)"
