Unnamed: 0,id,title,city,age,gender,area,desired_wage,work_experience,education_level,languages,skills,about
0,fe603a9a0008e0c0320039ed1f6a65706d754e,Бухгалтер на первичную,Екатеринбург,57,Женщина,Бухгалтер,60000,19.5,Высшее образование,{'Russian': 'Native'},"['Исполнительность', 'Первичная документация', 'ТМЦ', 'реализация товаров и услуг', 'Пользователь ПК', 'Деловая переписка', 'Работа с оргтехникой', 'Делопроизводство', 'Internet', '1С: Предприятие 8', 'диадок', 'эксель, Word', 'Русский — Родной']","Адаптация на новом месте работы,( и  есть возможность БЫСТРОГО обучения,1-2 дня, )то я готова принять Ваше предложение. Место работы ЖЕЛАТЕЛЬНО - Центр города, т. к. пользуюсь общ. транспортом. В резюме есть пробелы , т.к. была работа не связанная с финансами, бухгалтерией. После высшего указано училище, т.к. были в 90-е годы сложности с выдачей дипломов (пришлось идти за дипломом в училище)"
