;id;title;city;age;gender;area;desired_wage;work_experience;education_level;languages;skills;about
0;01326adb00045f38b40039ed1f657265595774;Главный инженер;Казань;32;Мужчина;['Главный инженер проекта', 'Руководитель строительного проекта', 'Руководитель проектов'];0;9.8;Высшее образование;{'Русский': 'Родной', 'Английский': 'A1'};['AutoCAD', 'Строительство', 'Работа с документами', 'Пользователь ПК', 'Работа с оргтехникой', 'Разработка проектной документации', 'Ведение документации', 'Управление проектами', 'Английский язык', 'Internet', 'Водительское удостоверение А,В,С', 'Исполнительно-Техническая Документация', 'Технадзор', 'Куратор', 'Согласование изменений ПД', 'Ввод в эксплуатацию', 'получение разрешений', 'Регулирование спорных вопросов', 'Технический контроль производства', 'Русский — Родной', 'Английский — A1 — Начальный'];Отличное владение ПК, работа в Автокад, офис и т.п. Безупречное чтение проектной документации.  Понимание строительного процесса и технологии. Отличное понимание в исполнительной документации. Прекрасная коммуникабельность, взаимодействие с заказчиками, проектными институтами , подрядчиками и т.д. 
